씬ID(sceneId),대사순서(order),강조캐릭터(activeCharacters),말하는캐릭터(speaker),대사텍스트(text),명령어(command)
scene14_d_d_choice,1,mendelssohn,mendelssohn,노력하고 있습니다. 성공했는지는 별개의 문제지만요.,
scene14_d_d_a,1,mendelssohn,mendelssohn,베시에르 양의 눈에 제가 괜찮은 사람으로 비친다니 그것은 정말 다행인 일이지만요.,
scene14_d_d_a,2,,me,"어머, 저는 그저 느낀 바를 솔직하게 이야기했을 뿐인걸요. 실제로 본인이 괜찮은 사람인 걸 수도 있죠.",
scene14_d_d_a,3,mendelssohn,mendelssohn,매우 후한 평가를 내려주시는군요. 감사합니다.,
scene14_d_d_b,1,,narrator,멘델스존은 가볍게 눈을 흘기며 장난치듯 당신을 책망한다.,
scene14_d_d_b,2,mendelssohn,mendelssohn,그래도 너무 솔직하신 거 아닌가요? 초면인 상대에게 조금은 더 아부를 떠셔도 됐을 텐데 말이죠. ,
scene14_d_d_b,3,,narrator,물론 누가 들어도 기분이 상하지 않을 정도의 가벼운 놀림조였기 때문에 기분이 상하지는 않았다.,
scene14_d_d_b,4,,me,솔직함은 어떤 관계에서든 미덕이니까요.,
scene14_d_d_b,5,mendelssohn,mendelssohn,그 또한 맞는 말이네요. 할 말이 없습니다.,
scene15_d,1,,narrator,멘델스존은 예의바르게 미소지으며 부드럽게 스텝을 옮긴다.,
scene15_d,2,,narrator,"그의 걸음에는 독일인이라 하면 흔히 떠올리는 딱딱함이 없었고, 움직임은 물 흐르듯이 자연스러웠다.",
scene15_d,3,,narrator,당신도 그를 따라 반 바퀴를 돈다.,
scene15_d,4,,narrator,솜씨 좋고 날렵한 그의 움직임 덕에 사람이 구름처럼 많은 무도회장에서도 다른 사람과 부딪히지 않는다.,
scene15_d,5,mendelssohn,mendelssohn,"주최자가 바닥에 물을 좀 더 뿌려뒀어야 했는데, 먼지가 많이 이네요.",
scene15_d,6,,me,그러게요. 파이프 담배로도 이 정도 구름은 못 만들어요.,
scene15_d,7,mendelssohn,mendelssohn,실내는 덥고 건조한데 바깥은 춥다 보니 이 계절에는 많이들 무도회에서 감기에 걸려 오더군요. 베시에르 양도 몸 조심하세요.,
scene15_d,8,,me,걱정 감사합니다. 목을 따뜻하게 유지시켜줄 목도리라도 하나 떠야 할까 싶네요.,
scene15_d,9,,narrator,답을 하느라 잠시 정신이 팔려 있던 당신은 송진이 미처 발려 있지 않던 미끄러운 바닥을 밟고 균형을 잃는다.,
scene15_d,10,,narrator,멘델스존은 당신의 등을 받치고 있던 손으로 뒤로 넘어질 뻔한 당신을 받아낸다.,
scene15_d,11,,narrator,갈색 눈동자 한 쌍이 걱정과 놀람으로 커다래져 당신을 맑은 시선으로 빤히 바라보고 있었다.,
scene15_d,12,,narrator,멘델스존은 당신이 잠깐 숨을 돌릴 수 있도록 네 박자 정도를 쉰 뒤 다시 춤을 천천히 리드한다.,
scene15_d_choice,1,mendelssohn,mendelssohn,다친 곳은 없으신가요? ,
scene15_d_e,1,,narrator,멘델스존은 당신에게 친절하게 눈웃음을 짓는다.,
scene15_d_e,2,mendelssohn,mendelssohn,괜찮다고는 하셨지만 혹시 모르니 이번 곡을 마무리한 뒤 잠깐 앉아서 쉬시는 편이 좋을 것 같습니다. ,
scene15_d_e,3,,me,"네, 그렇게 하죠. 오늘따라 자꾸 발을 헛디뎌서 죄송하네요...",
scene15_d_e,4,,narrator,"당신과 멘델스존은 여행 이야기, 연극 이야기, 공통 지인의 이야기 따위를 나누며 계속해서 춤을 추었다.",
scene15_d_e,5,,narrator,"대화는 그의 춤만큼이나 막힘 없이 이어졌고, 그의 손을 잡은 채로 돌 때면 몸이 깃털보다도 가볍게 느껴졌다.",
scene15_d_a_choice,1,,narrator,"이내 음악이 천천히 잦아들고, 당신과 멘델스존은 춤을 마무리할 준비를 한다.",
scene15_d_a,1,,me,사실은 후자네요.,
scene15_d_a,2,mendelssohn,mendelssohn,정말로 솔직하시네요! 답례로 저도 솔직하게 이야기하도록 하죠. 사실 저도 베시에르 양과 춤추는 게 이렇게 즐거울 줄 몰랐습니다.,
scene15_d_a,3,,me,이제 보니 멘델스존 씨도 빈말은 참 못하는 스타일이었군요?,
scene15_d_a,4,mendelssohn,mendelssohn,빈말을 굳이 할 필요가 없는 상대 앞에서는 하지 않는 스타일인 거죠.,
scene15_d_a,5,mendelssohn,mendelssohn,"베시에르 양, 혹 또 다른 무도회에서 만나면 그때도 감히 춤을 청해도 괜찮을까요?",
scene16_d,1,,me,물론이죠. 오히려 청하지 않으신다면 그게 더 속상한 일이 될 거예요.,
scene16_d,2,mendelssohn,mendelssohn,허락 감사드립니다. ,
scene16_d,3,,narrator,"곡이 마무리되고, 박수가 터져나온다. 플로어 위의 커플은 서로 허리를 숙여 예를 표한다.",
scene16_d,4,,narrator,"멘델스존 또한 허리를 숙이고, 당신도 무릎인사로 답례한다.",
scene16_d,5,,narrator,당신은 멘델스존의 에스코트를 받아 의자가 놓여 있는 무도회장의 가장자리로 향한다.,
scene16_d,6,mendelssohn,mendelssohn,물이나 다과를 좀 가져다 드릴까요?,
scene16_d,7,,me,부탁드리지요.,
scene16_d,8,,narrator,"멘델스존은 미소를 지으며 고개를 가볍게 끄덕이고, 물과 다과를 가져오기 위해 자리를 뜬다.",
scene16_d,9,,narrator,당신은 부채질을 하며 뺨에 오른 열을 천천히 식혀 본다.,
scene16_d,10,,narrator,무도회장 저편에서 여자들에게 둘러싸인 리스트가 얼핏 보인다.,
scene16_d,11,,narrator,당신은 눈을 감고 오늘 만났던 수많은 사람들의 이름을 되새긴다.,
scene16_d,12,szymanowska,szymanowska,"에투아르. 에투아르, 얘, 벌써 자면 안 되지. 이제 열한 시가 조금 넘었는데.",
scene16_d_choice,1,szymanowska,szymanowska,춤은 잘 추고 왔니?,
scene16_d_a,1,,narrator,다음 번에도 만나면 한 곡 더 췄으면 좋겠다는 건 진심이었다. 거품처럼 가벼워져 둥둥 떠다니는 기분이었다.,
scene17_d,1,,narrator,당신의 답을 들은 시마노프스카가 고개를 천천히 끄덕인다. ,
scene17_d,2,szymanowska,szymanowska,그렇구나. 아직 자정도 안 됐으니 벌써부터 너무 힘 빼지는 말고.,
scene17_d,3,,me,당연하죠.,
scene23,1,,narrator,"두 번째 왈츠까지가 마무리되고, 갈로파드 한 차례가 지나간 뒤 저녁 정찬을 들 시간이 된다.",
scene23,2,,narrator,당신은 저녁 정찬에서 다양한 인사들과 교분을 쌓으며 즐거운 저녁 시간을 보냈다.,
scenejan_1,1,,,1832년의 새해가 밝았다.,
scenejan_1,2,,,쌀쌀한 날씨에도 불구하고 시마노프스카의 리사이틀은 대체로 성공적이었다.,
scenejan_1,3,,,시마노프스카는 루카 공연을 위한 '윌리엄 텔' 축약 리바이벌을 보러 가고 싶어했지만…,
scenejan_1,4,,,공연을 거의 해 주지 않았다. 시마노프스카는 로시니의 제자인 도니제티가 1월 12일에 새로운 공연을 올릴 거라는 걸로 위안을 삼았다.,
scenejan_1,5,,,"1832년 새해의 파리는, 광란의 '악마 로베르' 열풍이었다.",
scenejan_1,6,szymanowska,szymanowska,"아니, 말이 되니? 그게 뭐라고 다들 이렇게 미쳐 있는 거야? 우리 로시니 게 파리 극장에 안 올라오는 날이 오다니?!",
scenejan_1,7,,,당신은 속으로 '세대교체 할 때가 됐나 보죠…' 하고 중얼거렸다.,
scenejan_1,8,szymanowska,szymanowska,"난 진짜 이해가 안 간다, 얘. 뭐가 그리 대단해서 다들 악마 로베르, 로베르, 로베르 그러는지 모르겠어.",
scenejan_1,9,,me,로시니가 새 오페라 안 낸지도 2년째잖아요. 진짜 은퇴하나 보죠 뭐.,
scenejan_1,10,szymanowska,szymanowska,"아이고, 로시니가 진짜 은퇴하면 나는 이제 뭐 보고 사나… 벨리니 그 친구도 나폴리로 내려가 버렸고.",
scenejan_1,11,,me,다른 작곡가들이 좋은 곡 새로 쓰겠죠.,
scenejan_1,12,szymanowska,szymanowska,"얘, 로시니는 진짜 센세이션이었어. 그 사람은 천재라니까? 내 친구라서 그렇게 얘기하는 건 아니고.",
scenejan_1,13,szymanowska,szymanowska,"우리 에투아르는 어려서 모르겠지, 그때 로시니가 얼마나 대단했는지… 너 이유식 먹을 때 '세비야의 이발사' 가 얼마나 새로웠는지 아니?",
scenejan_1,14,,narrator,당신은 '그딴 거 알 리가 없잖아' 라고 생각한다.,
scenejan_1,15,,me,"이유식 먹을 나이는 아니었고, 영성체 받을 때쯤이었는데요…",
scenejan_1,16,szymanowska,szymanowska,그리고 그 다음 해에 '라 체네렌톨라' 는 또 어땠고! 그 사람의 오페라를 보고 나오면 얼마나 행복해지는지 알아?,
scenejan_1,17,,me,…,
scenejan_1,18,,narrator,더 이상 말해봐야 소용이 없겠다는 판단이 들어 당신은 책이나 마저 읽는다.,
scenejan_1,19,szymanowska,szymanowska,아직 로시니가 뒷방 늙은이가 될 나이는 아니잖아. 누군지 몰라도 로시니가 그 되바라진 어린 것 콧대를 짓밟아 줘야 하는데!,
scenejan_1,20,,me,작곡가 로시니랑 동갑이라던데요.,
scenejan_1,21,szymanowska,szymanowska,…,
scenejan_1,22,szymanowska,szymanowska,"그러니? 음, 그건 다행이네.",
scenejan_1,23,,narrator,시마노프스카는 그 사이 신세대들이 치고 올라오며 세대가 교체되고 있는 순간을 맞이했을지 모른다는 생각을 잠깐 한 모양이었다.,
scenejan_1,24,,me,아직 90년대생들이 사회의 주역인 것 같은데요. 안심하세요.,
scenejan_1,25,szymanowska,szymanowska,"아유, 무슨 그런 소리를 해. 이제 너희들 나이 또래 애들도 다 컸는데 자리 비켜줘야지.",
scenejan_1,26,,narrator,그녀의 활발한 투어 일정을 보면 별로 그럴 생각은 없어 보였다.,
scenejan_1,27,szymanowska,szymanowska,"그래도 궁금하기는 하네, 어떤 오페라길래 다들 그렇게 미쳐 있나 몰라.",
scenejan_1,28,szymanowska,szymanowska,"에투아르, 이모랑 한 번 보러 가 볼래?",
scenejan_1_choice,1,szymanowska,szymanowska,"네가 유행 안 타는 애인 건 알지만, 어디 가서 계속 그 오페라 이야기 나오는데 못 끼면 그렇잖아.",
scenejan_2,1,,narrator,결국 빠져나갈 구멍을 찾지 못하고 당신은 시마노프스카와 함께 오페라 극장으로 가게 된다…,
scenejan_2,2,,narrator,악마 로베르' 는 살리에리에게서 가르침을 받았다는 마이어베어라는 작곡가의 작품이었다.,
scenejan_2,3,,narrator,…솔직히 별로 관심 없었다.,
scenejan_2,4,,narrator,"오페라 코미크에서 뭐라도 공연을 하고 있었으면 시마노프스카의 주의를 돌려 볼 수도 있었으련만, 오페라 코미크는 지난 달부터 문을 열지 않고 있었다.",
scenejan_2,5,,narrator,"그래, 재미 없으면 1막만 보고 나오자… 라고 생각하며 당신은 마른세수를 했다.",
scenejan_2,6,,narrator,발 넓은 시마노프스카는 복도에서부터 끊임없는 지인들의 물결에 발길이 묶였다.,
scenejan_2,7,,narrator,살랑거리는 부채질과 샴페인 사이에서 적당히 미소를 짓고 있으니 입가가 아파왔다.,
scenejan_2,8,,narrator,시마노프스카가 자신의 앨범을 자랑하는 사이 당신은 화장을 고친다는 핑계로 슬쩍 자리를 빠져나왔다.,
scenejan_2,9,,narrator,가스등이 설치된 최신식 오페라 극장의 홀에는 사람들이 모여 있었다.,
scenejan_2,10,,narrator,"꽤 커다란 원이 형성되어 있었고, 수많은 사람들이 한 사람을 중심으로 모인 모양새였다.",
scenejan_2,11,???,???,"마이어베어 씨, 혹시 다음 작품은 구상 중인 게 있으신가요?",
scenejan_2,12,???,???,오페라 성공 정말 축하드립니다. 이제 승승장구할 일만 남으셨군요!,
scenejan_2,13,???,???,"정말이지 크흠, 그 '수녀들의 춤' 장면은… 인상깊었습니다.",
scenejan_2,14,,narrator,당신은 까치발을 들어 모두의 관심을 한 몸에 받으며 사람 좋게 서글서글 웃는 남자를 사람들 틈새로 살펴봤다.,
scenejan_2,15,,narrator,어딘지 모르게 익숙한 느낌이 드는 얼굴이었다.,
scenejan_2,16,,narrator,"왜 이렇게 익숙하지, 하고 잠시 고민하던 당신은 금세 그 이유를 찾아낸다.",
scenejan_2,17,,narrator,마이어베어의 곁에 있는 사람 때문이었다.,
scenejan_2,18,,narrator,마이어베어는 당신에게 낯익은 사내의 어깨에 팔을 올리고 웃고 있었다.,
scenejan_2,19,,narrator,"마이어베어와 비슷하면서도 분명 다른 느낌을 주는, 그리고 훨씬 젊은 남자는 멘델스존이었다.",
scenejan_2,20,,narrator,두꺼운 군중이 만든 원 너머로 멘델스존의 눈이 당신과 마주친다. ,
scenejan_2,21,,narrator,사실 멘델스존과 지금까지 아주 많은 교류를 했던 건 아니라서 확신할 수는 없었다.,
scenejan_2,22,,narrator,하지만 그의 표정은 어딘가… 미소를 짓고 있는데도 '제발 살려줘요' 라고 이야기하고 있는 것 같았다.,
scenejan_2,23,,narrator,그런데 그렇다기에는 마이어베어는 너무 순수하게 멘델스존을 아끼는 표정이고.,
scenejan_2,24,,narrator,게다가 어깨에 팔 올리고 있는 걸 보니 둘이 꽤 친한 사이인 듯했다. ,
scenejan_2_choice,1,,narrator,여기서 끼어들어야 하나?,
scenejan_3,1,,narrator,사람들 사이로 뻗어 작게 솟아 있는 당신의 장갑 낀 손을 보자마자 멘델스존의 표정이 눈에 띄게 밝아진다.,
scenejan_3,2,mendelssohn,mendelssohn,아! 베시에르 양!,
scenejan_3,3,,narrator,멘델스존은 아주 신이 난 미소를 지으며 마이어베어에게 반가운 지인을 봐서 '정말 아쉽게도' 이만 자리를 떠야겠다며 마이어베어에게 양해를 구한다.,
scenejan_3,4,,narrator,마이어베어는 다 알겠다는 듯 미소를 지으며 멘델스존의 등을 두드린다.,
scenejan_3,5,,narrator,마이어베어를 둘러싼 군중 사이를 비집고 나온 멘델스존은 진심으로 감격한 얼굴이었다.,
scenejan_3_choice,1,mendelssohn,mendelssohn,정말 오랜만이네요! 오늘도 시마노프스카 부인과 함께 오셨나요?,
scenejan_4_a,1,,narrator,그렇게 이야기하며 멘델스존은 미간을 꾹꾹 누른다.,
scenejan_4_a,2,mendelssohn,mendelssohn,오늘도 풀하우스이려나 봅니다. 분이랑 담배 냄새가 사방에서 진동하는 걸 보니까 말이죠.,
scenejan_4_a,3,,me,저도 거기에 일조한 셈이 되어 버렸네요.,
scenejan_4_a,4,mendelssohn,mendelssohn,"아니, 아… 절대 베시에르 양을 향한 비난은 아닙니다. 오해 마시기를.",
scenejan_4_a,5,,narrator,멘델스존은 관자놀이를 꾹꾹 누르며 잠깐 눈을 감았다가 뜬다.,
scenejan_4_a,6,,me,좀 사람이 없는 곳으로 갈까요? 기운이 좀 없으신가 봐요.,
scenejan_4_a,7,mendelssohn,mendelssohn,아…,
scenejan_4_a,8,,narrator,멘델스존은 잠시 고민하다가 고개를 끄덕인다.,
scenejan_4_a,9,,narrator,실례인 줄 알고 있지만 그러면 부탁드리겠습니다.,
scenejan_4_a,10,,narrator,사용인들이 드문드문 오갈 뿐인 한적한 계단에 걸터앉고서야 멘델스존의 상태가 좀 나아진 것 같았다.,
scenejan_4_a,11,,me,아까 많이 힘드셨나봐요? 저를 보고 그 정도로 신나하실 줄은 몰랐는데 말이죠.,
scenejan_4_a,12,mendelssohn,mendelssohn,"아…네. 원래 극장을 자주 찾지는 않아서요. 오랜만에 왔더니 뭐랄까, 좀 압도됐네요.",
scenejan_4_a,13,,me,그럴 수 있죠. 아까 마이어베어 씨랑 이야기 나누시던 건가요?,
scenejan_4_a_choice,1,mendelssohn,mendelssohn,"그런 셈이죠. 먼 친척이라 그런지 가끔 저를 챙겨…준달까, 그러시네요. ",
scenejan_5_a,1,,me,"엥? 어, 아뇨. 그럴 리가 없잖아요. 미묘하게 달라요. 원래 사람 얼굴이라는 건 하나만 살짝 달라도 인상이 완전 다르다고요.",
scenejan_5_a,2,,narrator,급하게 수습하듯 한 대답이었지만 웃음이 끊기지 않는 걸 보니 멘델스존은 그 대답이 마음에 꽤 든 모양이었다. ,
scenejan_5_a,3,mendelssohn,mendelssohn,구체적으로 어디가 어떻게 다른지 여쭈고 싶지만 너무 웃긴 질문이 되겠죠?,
scenejan_5_a,4,,me,이미 이 상황 자체가 웃겨요. ,
scenejan_5_a,5,,me,방금 앞에서 친척 분을 모욕했는데 별로 화를 내지 않으시네요.,
scenejan_5_a,6,mendelssohn,mendelssohn,화를 내요? 제가 왜 내겠어요. 저도 그 사람 안 좋아합니다.,
scenejan_5_a,7,mendelssohn,mendelssohn,"사람이 너무 유들유들해서 묘하게 기분이 나빠요. 줏대도 없는 게, 파리에서 나쁜 물이 든 게 분명해요.",
scenejan_5_a,8,mendelssohn,mendelssohn,물론 그 전이라고 별로 마음에 들지는 않았지만.,
scenejan_5_a,9,,me,제가 생각한 것보다 그분을 훨씬 더 싫어하시는군요.,
scenejan_5_b,1,,me,눈으로 본 게 아니니 확신해서는 안 되겠지만 아니 땐 굴뚝에 연기나지는 않겠죠.,
scenejan_5_b,2,mendelssohn,mendelssohn,그 소문을 믿나요?,
scenejan_5_b,3,,me,아직까지는요. 가만히 대화를 들어 보니까 비위를 맞추는 솜씨가 일품이라서 거북했거든요.,
scenejan_5_b,4,mendelssohn,mendelssohn,"사실 나도 그래요. 좋은 사람인지 나쁜 사람인지는 모르겠지만, 그냥… 별로 유쾌하지 않아요.",
scenejan_5_b,5,,me,좀 음흉한 것 같은 느낌도 있었고요.,
scenejan_5_b,6,mendelssohn,mendelssohn,내 말이 그 말이에요.,
scenejan_5_b,7,,me,전 가식 없는 사람이 좋아요.,
scenejan_5_b,8,mendelssohn,mendelssohn,누구랑 다르게. 그렇죠?,
scenejan_5_b,9,,me,그렇죠. 누구랑 다르게.,
scenejan_5_b,10,mendelssohn,mendelssohn,누군가의 친척 앞에서 그 친척을 욕하는 걸 보니까 베시에르 양도 어지간히 가식이 없으시네요.,
scenejan_5_b,11,,me,자기가 그 친척을 싫어한다는 사실을 드러내는 걸로 미루어 보아서 멘델스존 씨도 가식에 능하지는 못하시고요.,
scenejan_5_b,12,,narrator,당신의 말에 멘델스존은 웃음 섞인 한숨을 내쉰다.,
scenejan_5_b,13,mendelssohn,mendelssohn,역시 티가 났죠? 하아... 이런 데서 표정관리하기도 참 힘들다니까요.,
scenejan_5_b_choice,1,mendelssohn,mendelssohn,마이어베어도 악취미를 갖고 있는 게 분명해요. 내가 자기를 싫어하는 걸 뻔히 알면서 왜 저럴까요?,
scenejan_6_b,1,,narrator,멘델스존은 자리에서 일어나 코트자락을 툭툭 털며 고개를 살짝 숙인다.,
scenejan_6_b,2,mendelssohn,mendelssohn,아무튼 아까는 정말 고마웠어요. 덕분에 살았습니다.,
scenejan_6_b,3,,me,입으로만요?,
scenejan_6_b,4,,narrator,당신의 장난스러운 놀림에 멘델스존은 입을 가리고 웃는다.,
scenejan_6_b,5,mendelssohn,mendelssohn,계약서라도 써 드릴까요?,
scenejan_6_b,6,,me,됐어요. 그래도 제게 빚 한 번 지신 건 기억해 두세요.,
scenejan_6_b,7,mendelssohn,mendelssohn,물론입니다. 기꺼이 이자 높게 쳐서 갚아드리죠.,
scenejan_6_b,8,,me,좋아요. 일단은 그거면 됐어요.,
scenejan_6_b,9,,narrator,서로를 바라보던 당신과 멘델스존의 입가가 스멀스멀 올라간다.,
scenejan_6_b,10,,narrator,그리고 누가 먼저라 할 것도 없이 동시에 웃음을 터뜨린다.,
scenejan_6_b,11,,narrator,"별 것도 없는 대화였는데, 그게 참 재미있었다.",
scenejan_6_b,12,,narrator,"샴페인을 들고 계단을 내려오던 극장 직원이 의아한 눈길을 던졌지만, 당신은 알아차리지 못했다.",
scenejan_6_b,13,,narrator,"웃음꽃이 피었다' 는 말이 잘 어울릴 정도로 맑고 천진한 그의 웃음소리가 듣기 좋아서 조금 더 웃고서야,",
scenejan_6_b,14,,narrator,당신과 멘델스존의 웃음이 천천히 가라앉는다.,
scenejan_6_b,15,,narrator,멘델스존은 장갑 낀 손으로 눈가에 맺힌 눈물을 훔치며 심호흡한다.,
scenejan_6_b_choice,1,mendelssohn,mendelssohn,말재주가 좋으시네요. 어쩜 한 마디를 안 지십니까.,
scenejan_7_b,1,,me,"하기사, 그건 제 지성에 대한 모욕이 되겠죠. 잘 생각하셨어요.",
scenejan_8_b,1,,narrator,멘델스존의 눈꼬리가 부드럽게 휘어진다. 웃음을 참듯 눈가에 살짝 주름이 진다.,
scenejan_8_b,2,mendelssohn,mendelssohn,"실례되는 말이겠지만, 베시에르 양의 결점을 하나 찾은 것 같아서 기분이 좋아졌습니다.",
scenejan_8_b,3,,me,오호? 그건 뭘까요?,
scenejan_8_b,4,,narrator,멘델스존은 마치 비밀을 이야기해주듯 고개를 살짝 숙여서 소근거린다.,
scenejan_8_b_choice,1,mendelssohn,mendelssohn,겸손하지는 못하시네요.,
scenejan_9_b,1,,narrator,멘델스존은 웃음과 경외심이 반반 섞인 표정으로 당신을 바라본다.,
scenejan_9_b,2,mendelssohn,mendelssohn,아주 날카로워요. 그리고 아주 빨라요. 프랑스인답네요.,
scenejan_9_b,3,,me,"아, 칭찬으로 받아들이죠.",
scenejan_9_b,4,,narrator,당신은 치맛자락을 잡고 과장되게 정중한 무릎인사를 했다.,
scenejan_10_b,1,mendelssohn,mendelssohn,당신네 프랑스인들은 정말 말을 재미있게 하는 재주가 있어요.,
scenejan_10_b,2,,me,그리고 말싸움도 잘 하죠.,
scenejan_10_b,3,mendelssohn,mendelssohn,베시에르 양은 아마 그 중에서도 져 본 적이 없는 사람일 것 같네요.,
scenejan_10_b_choice,1,,me,통찰력이 있으시네요. 하지만 언제든 말싸움은 환영이에요. 자주 걸어 주세요.,
scenejan_11_b,1,mendelssohn,mendelssohn,그렇군요. 덕분에 새로운 시각을 얻어가네요.,
scenejan_11_b,2,,me,그렇죠? 즐거운 일이라니까요.,
scenejan_12_b,1,mendelssohn,mendelssohn,그렇게 이야기하면서도 멘델스존은 미소짓고 있었다. ,
scenejan_12_b,2,,me,진심이에요.,
scenejan_13_b,1,mendelssohn,mendelssohn,너무하세요. 성격이 나쁘시네요.,
scenejan_13_b,2,,me,딱히 그 사실을 숨긴 적은 없어요.,
scenejan_14_b,1,,narrator,그때 당신의 머릿속에 당신이 여기 오페라를 보러 온 것이었다는 생각이 스친다.,
scenejan_14_b,2,,me,"아, 오페라! 지금 몇 시죠?",
scenejan_14_b,3,,narrator,멘델스존은 안쪽 주머니에서 정교하게 제작된 브레게 회중시계를 꺼내 시간을 확인한다. ,
scenejan_14_b,4,mendelssohn,mendelssohn,일곱 시 반이 조금 넘었네요. 시작까지 20분 정도 여유가 있습니다.,
scenejan_14_b_choice,1,mendelssohn,mendelssohn,"놓친다고 크게 손해를 볼 정도로 잘 만든 오페라는 아니지만, 그래도 처음부터 보고 싶으신 거라면 슬슬 박스로 모셔다 드릴까요?",
scenejan_15_b,1,mendelssohn,mendelssohn,가실까요?,
scenejan_15_b,2,,me,기쁘게요.,
scenejan_15_b,3,,narrator,"멘델스존은 고개를 끄덕이며 미소를 짓고, 당신의 팔짱을 끼고 당신을 박스로 안내한다.",
scenejan_16_b,1,,me,내용이 상당히 마음에 들지 않으시나 보죠?,
scenejan_16_b,2,mendelssohn,mendelssohn,그런 작품을 좋아할 수야 없죠. 고결함이라고는 눈 씻고 봐도 찾아볼 수가 없거든요.,
scenejan_16_b,3,,narrator,진심으로 싫은 건지 멘델스존의 말이 빨라진다.,
scenejan_16_b,4,mendelssohn,mendelssohn,일단 주인공이 악마의 아들인 것부터가 솔직히 맘에 안 듭니다. 그런데 거기다가 수녀들이 그 주인공을 유혹하려고 춤을 춘다고요?,
scenejan_16_b,5,mendelssohn,mendelssohn,"그래요, 시궁쥐들한테 돈 좀 쥐어주고 하룻밤을 보낼 생각밖에는 없는 탐욕스러운 노신사들이야 좋아하겠죠.",
scenejan_16_b,6,mendelssohn,mendelssohn,"그런데 그게 맞는 일이냐, 이건 또 다른 문제예요. 말도 안 되는 장면들을 구겨넣어 스펙타클을 어떻게든 억지로 쥐어짜낸 거죠.",
scenejan_16_b,7,mendelssohn,mendelssohn,종교적인 테마로 위장했지만 실상은 각계각층의 욕구에 영합하기 위한 천박한 수작질밖에 안 돼요.,
scenejan_16_b,8,mendelssohn,mendelssohn,"음악은 또 어떻고요! 예, 화려한 기교가 들어 있으니 성악가들은 좋아하고 오케스트레이션이 풍성하니 독일인도 좋아하겠네요.",
scenejan_16_b,9,mendelssohn,mendelssohn,"아마 나 빼고 다 좋아할 만한 오페라일 거예요! 이, 이딴 천박하고 진실성이라고는 찾아볼 수 없는…",
scenejan_16_b,10,,narrator,멘델스존은 자신이 흥분해서 당신에게 주절거리고 있었다는 걸 깨닫고 귀가 새빨개져서 양손에 얼굴을 파묻는다.,
scenejan_16_b,11,mendelssohn,mendelssohn,"…오페라라고, 개인적으로는 그렇게 생각하고 있습니다만… 제 의견을 누군가에게 강요할 생각은 없습니다.",
scenejan_16_b_choice,1,,me,와…진짜 싫어하시네요.,
scenejan_17_b,1,,me,자연스럽게 설득이 먹히지 않을 경우를 먼저 상정하시네요.,
scenejan_17_b,2,mendelssohn,mendelssohn,듣고 보니 그렇군요… 종종 너무 구시대적인 발상이나 관념이라는 이야기를 들어서 저도 모르게 체념하고 있었나 봅니다.,
scenejan_18_b,1,,me,스스로에게 대단히 엄격한 분이셨군요.,
scenejan_18_b,2,mendelssohn,mendelssohn,엄격해지려 노력하는 것이죠. ,
scenejan_18_b,3,,me,요즘 보기 드문 유형의 인간이시네요.,
scenejan_18_b,4,mendelssohn,mendelssohn,그런 면에서 보자면 저는 이 시대에 살기에는 너무 구시대적인 사람일지도 모르겠네요.,
scenejan_19_b,1,,me,멘델스존 씨라면 절대 타협하지 않으실 것 같아서 걱정이 되지도 않아요.,
scenejan_19_b,2,mendelssohn,mendelssohn,"그건 비난인가요, 칭찬인가요?",
scenejan_19_b_choice,1,,narrator,그렇게 묻는 멘델스존은 화가 난 것 같지는 않았다.,
scenejan_20_b,1,,me,시대에 뒤떨어진다는 게 언제나 나쁜 일은 아니죠.,
scenejan_20_b,2,mendelssohn,mendelssohn,보통은 나쁜 일로 생각합니다.,
scenejan_20_b,3,,me,반드시 남들이 옳다 말한다 해서 옳은 것은 아니니까요.,
scenejan_21_b,1,,me,"친절하시네요, 이렇게 저의 의도를 선해해 주시고.",
scenejan_21_b,2,mendelssohn,mendelssohn,진실된 조언을 해주는 사람은 곁에 두어 나쁠 것이 없죠.,
scenejan_21_b,3,,me,진실된 조언을 해준다는 핑계 아래서 남들에게 상처를 주는 사람도 있는 법이니까요.,
scenejan_22_b,1,,narrator,멘델스존은 눈을 잠시 감았다가 뜬다.,
scenejan_22_b,2,mendelssohn,mendelssohn,베시에르 양의 말에는 가시가 있어요. 하지만 그 가시 너머에는 친절함이 있군요.,
scenejan_22_b_choice,1,,narrator,처음 들어보는 말이었다. 당신은 지금까지 그와 한 대화 속에서 당신의 말 속 친절함이 어디에 있는지 알 수 없었다.,
scenejan_23_b,1,,narrator,멘델스존이 살짝 눈웃음을 짓는다.,
scenejan_23_b,2,mendelssohn,mendelssohn,제 판단이 언제든지 틀릴 수도 있는 일이죠. 하지만 지금으로서는…,
scenejan_23_b,3,mendelssohn,mendelssohn,제가 보기에 베시에르 양은 겉으로 드러나는 것보다 사려 깊은 분이십니다.,
scenejan_23_b,4,,narrator,"당신은 할 말을 천천히 머릿속에서 고르지만, 위층이 소란스러워지는 소리가 들렸다.",
scenejan_23_b,5,,narrator,그 소리에 멘델스존은 다시 한 번 시계를 꺼내 시각을 확인했다. ,
scenejan_23_b,6,,narrator,시계는 오후 일곱 시 오십오 분을 가리키고 있었다.,
scenejan_23_b,7,,narrator,예상보다 빠듯한 시각에 멘델스존이 당황하며 시계를 집어넣었다.,
